Name,Ticker,Sub-Industry,Industry,sales_2022,sales_2023,sales_2024,expenses_2022,expenses_2023,expenses_2024,other_income_2022,other_income_2023,other_income_2024,interest_2022,interest_2023,interest_2024,depreciation_2022,depreciation_2023,depreciation_2024,Tax_Percent_2022,Tax_Percent_2023,Tax_Percent_2024,div_payout%_2022,div_payout%_2023,div_payout%_2024,equity_capital_2022,equity_capital_2023,equity_capital_2024,reserves_2022,reserves_2023,reserves_2024,borrowings_2022,borrowings_2023,borrowings_2024,CL_2022,CL_2023,CL_2024,fixed_assets_2022,fixed_assets_2023,fixed_assets_2024,cwip_2022,cwip_2023,cwip_2024,investments_2022,investments_2023,investments_2024,other_assets_2022,other_assets_2023,other_assets_2024,cfo_2022,cfo_2023,cfo_2024,cfi_2022,cfi_2023,cfi_2024,cff_2022,cff_2023,cff_2024,MCap,Price,PromoterHold,About,MCap_category,EBIT_2024,EBIT_2023,EBIT_2022,operating_margin_24,operating_margin_23,operating_margin_22,avg_operating_margin,shares_outstanding,P/R,cash,CA_2024,CA_2023,CA_2022,Change_WC_24-23,Change_WC_23-22,Reinv_rate_24,Reinv_rate_23,Equity_2024,Equity_2023,Equity_2022,invested_capital_2024,invested_capital_2023,invested_capital_2022,ROC_2024,ROC_2023,ROC_2022,sales_to_capital_24-23,sales_to_capital_23-22,debt%_2024,debt%_2023,debt%_2022,Kd,Beta,Ke,WACC,asset_turnover,capex/revenue,Revenue Growth Rates,Forecasted Revenues,Comparison with Biggest Player,Operating Margin Forecast,Forecasted EBIT,growth in operating income,sales/capital scenario 1,sales/capital scenario 2,sales/capital scenario 3,Industry ROIC,Forecasted Reinvestment Scenario 1,Forecasted Reinvestment Scenario 2,Forecasted Reinvestment Scenario 3,Year 10 ROIC(1),Year 10 ROIC(2),Year 10 ROIC(3),total_reinvestment(1),total_reinvestment(2),total_reinvestment(3)
Samtex Fashions Limited (BSE:521206),BSE:521206,Apparel,Consumer Discretionary,0,0,-0.08,0.45,0.37,0.38,0.1,0.03,0.04,0,0,0,6.5,5.24,4.35,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,14.92,14.92,14.92,-244.3,-249.59,-254.27,562.7,562.8,562.86,35.27,35.25,35.27,70.43,65.19,60.84,1.7,1.7,1.7,0,0,0,296.46,296.49,296.24,-0.11,-0.11,-0.09,0,0.02,0.03,0.01,0.1,0.07,18.8,2.52,49.11,"Business Overview: [1] Samtex Fashions Ltd is set up in Noida Special Economic Zone, which is a free trade zone. Company has a technical collaboration with Samsung Inc., Korea. Company exports to stores in USA, Europe as well as domestic premium brands in fashion industry.  Company opened an office in New York and is recognized by Government of India as an Export House.",Nano,-0.46,-0.37,-0.45,5.75,#NAME?,#NAME?,#NAME?,7.46031746,-235,296.3966667,297.94,298.19,298.16,-0.27,0.05,0.52173913,-0.189189189,-239.35,-234.67,-229.38,323.51,328.13,333.32,-0.001421903,-0.001127602,-0.001350054,0.017316017,0,1.739853482,1.715173864,1.688167527,0,1.8,18.3,-13.53931872,-0.000222978,0.375,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",FALSE,"[np.float64(5.75), np.float64(5.19), np.float64(4.63), np.float64(4.07), np.float64(3.51), np.float64(2.96), np.float64(2.4), np.float64(1.84), np.float64(1.28), np.float64(0.72), np.float64(0.16)]","[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0)]",0,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.0859,"[0.07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, np.float64(0.0)]","[0.06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, np.float64(0.0)]","[0.06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, np.float64(0.0)]",0,0,0,0.07,0.06,0.06
Swarnsarita Jewels India Limited (BSE:526365),BSE:526365,Apparel,Consumer Discretionary,841,840,770,831,827,756,7,3,2,7,8,9,0,0,0,27%,25%,27%,0%,0%,0%,21,21,21,91,97,102,126,121,108,6,9,11,5,5,6,0,0,0,0,0,0,239,243,234,8,9,5,2,1,-1,2,-13,-22,76.2,36.5,52.03,"Business Overview: [1] Company is involved in the business of Export & Import and Manufacturing & Trading of Polished Diamonds, Gems & Jewelry",Micro,23,21,17,0.02987013,0.025,0.020214031,0.025028054,2.087671233,0.098961039,238.6666667,234,243,239,-11,1,-0.52173913,0.095238095,123,118,112,231,239,238,0.0995671,0.087866109,0.071428571,8.75,-1,0.467532468,0.506276151,0.529411765,6.833486379,1.6,17.1,12.30007155,3.208333333,0.001298701,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[808, 849, 891, 936, 983, 1032, 1083, 1138, 1195, 1254, 1317]",FALSE,"[np.float64(0.03), np.float64(0.04), np.float64(0.06), np.float64(0.07), np.float64(0.08), np.float64(0.09), np.float64(0.11), np.float64(0.12), np.float64(0.13), np.float64(0.15), np.float64(0.16)]","[np.float64(16.97), np.float64(23.77), np.float64(37.42), np.float64(45.86), np.float64(55.05), np.float64(65.02), np.float64(83.39), np.float64(95.59), np.float64(108.74), np.float64(131.67), np.float64(147.5)]",186.47,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.0859,"[31.67, 27.33, 22.11, 19.57, 17.41, 18.15, 18.89, 20.37, 21.11, 21.85, np.float64(85.86)]","[28.15, 34.17, 40.0, 50.0, 62.67, 75.38, 92.73, 122.22, 162.86, 196.67, np.float64(85.86)]","[29.23, 25.62, 21.0, 18.75, 18.8, 19.6, 20.4, 26.19, 33.53, 45.38, np.float64(85.86)]",0.293,0.1202,0.269,304.32,950.71,344.36
Tatia Global Vennture Limited (BSE:521228),BSE:521228,Apparel,Consumer Discretionary,0.82,1.03,1.07,1.14,0.51,0.59,0.34,3.88,0.14,0.02,0,0,0,0,0,,0.00%,0.00%,0.00%,0.00%,0.00%,15.16,15.16,15.16,6.83,10.34,11.41,0.03,1.69,1.76,7.87,4.93,3.89,0,3.43,3.43,0,0,0,8.16,7.02,7.53,21.73,21.67,21.26,1.15,3.47,0.06,0,-3.43,0,-1.05,-0.03,0.07,41.7,2.75,41.24,Business Overview: [1] Company deals in textile segment and in infrastructure related project and ventures. Company has acquired and holds a tranche of land banks through its wholly owned subsidiaries.,Nano,0.48,0.52,-0.3,0.448598131,0.504854369,-0.365853659,0.19586628,15.16363636,38.97196262,21.55333333,28.79,28.69,29.89,1.14,1.74,2.375,-3.25,26.57,25.5,21.99,28.33,27.19,22.02,0.01694317,0.019124678,-0.013623978,0.035087719,0.040618956,0.062124956,0.062155204,0.001362398,22.22222222,1.8,18.3,18.54366788,0.033209187,0,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2]",FALSE,"[np.float64(0.45), np.float64(0.42), np.float64(0.39), np.float64(0.36), np.float64(0.33), np.float64(0.3), np.float64(0.28), np.float64(0.25), np.float64(0.22), np.float64(0.19), np.float64(0.16)]","[np.float64(0.32), np.float64(0.29), np.float64(0.27), np.float64(0.25), np.float64(0.23), np.float64(0.21), np.float64(0.39), np.float64(0.35), np.float64(0.31), np.float64(0.27), np.float64(0.22)]",-0.14,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.0859,"[-0.06, 0.0, 0.0, 0.0, 0.0, 0.0, 0.37, 0.0, 0.0, 0.0, np.float64(0.13)]","[-0.05, 0.0, 0.0, 0.0, 0.0, 0.0, 1.82, 0.0, 0.0, 0.0, np.float64(0.13)]","[-0.05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4, 0.0, 0.0, 0.0, np.float64(0.13)]",0.0094,0.009,0.0094,0.44,1.9,0.48
Atul Auto Limited (BSE:531795),BSE:531795,Auto & Truck,Consumer Discretionary,315,513,527,332,477,487,1,2,2,8,16,13,10,16,18,-23%,46%,34%,0%,0%,0%,11,12,14,266,336,406,188,171,144,81,90,91,199,258,250,60,1,0,0,17,23,285,332,382,-169,-18,-1,4,-24,-14,164,39,30,1326,478,42.74,Business Segments FY23 1. Automobiles Business (92%): The Company's core business is manufacturing and sales of three-wheeler automobiles and spare parts. It provides after-sales support to the customers through the dealership network.,Small,53,52,-9,0.10056926,0.101364522,-0.028571429,0.057787451,2.774058577,2.516129032,333,405,350,345,54,-4,0.754716981,-0.538461538,420,348,277,564,519,465,0.093971631,0.100192678,-0.019354839,0.311111111,3.666666667,0.255319149,0.329479769,0.404301075,7.546607358,1.4,15.9,13.7672189,0.804580153,0.026565465,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[553, 581, 610, 641, 673, 706, 742, 779, 818, 858, 901]",FALSE,"[np.float64(0.1), np.float64(0.1), np.float64(0.1), np.float64(0.11), np.float64(0.11), np.float64(0.11), np.float64(0.11), np.float64(0.11), np.float64(0.12), np.float64(0.12), np.float64(0.12)]","[np.float64(38.71), np.float64(40.67), np.float64(42.7), np.float64(49.36), np.float64(51.82), np.float64(54.36), np.float64(57.13), np.float64(59.98), np.float64(68.71), np.float64(72.07), np.float64(75.68)]",52.81,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.1431,"[21.67, 18.67, 15.26, 13.48, 11.85, 12.22, 13.33, 13.7, 14.44, 14.81, np.float64(26.44)]","[19.26, 23.33, 27.62, 34.44, 42.67, 50.77, 65.45, 82.22, 111.43, 133.33, np.float64(26.44)]","[20.0, 17.5, 14.5, 12.92, 12.8, 13.2, 14.4, 17.62, 22.94, 30.77, np.float64(26.44)]",0.101,0.0624,0.0973,175.87,616.96,203.09
JTEKT India Limited (BSE:520057),BSE:520057,Auto Parts,Consumer Discretionary,1333,1589,2044,1230,1461,1857,5,3,5,5,4,5,83,71,73,33%,27%,24%,31%,26%,15%,24,24,24,574,607,678,49,71,62,286,297,315,425,399,481,10,97,25,0,0,0,498,505,574,91,108,95,-40,-126,-84,-44,14,-28,3758,148,74.98,"Product Portfolio 1) Steering & Columns (~96%): The co. manufactures high-performance rack and pinion manual steering gear, hydraulic power steering System, recirculating ball screw assembly, column type electric power steering for passenger vehicle, tilt & telescopic steering column, intermediate shaft, advanced columns, etc. [1] [2]",Small,192,132,108,0.093933464,0.083071114,0.081020255,0.086008278,25.39189189,1.838551859,525.6666667,599,602,508,-21,83,-0.546875,-0.325757576,702,631,598,764,702,647,0.251308901,0.188034188,0.166924266,7.338709677,4.654545455,0.081151832,0.101139601,0.075734158,7.96746686,1.4,15.9,15.2562604,1.892592593,0.04109589,"[10, 10, 9, 8, 8, 8, 7, 6, 6, 6, 5]","[2248, 2473, 2696, 2911, 3144, 3396, 3634, 3852, 4083, 4328, 4544]",FALSE,"[np.float64(0.09), np.float64(0.09), np.float64(0.09), np.float64(0.09), np.float64(0.09), np.float64(0.09), np.float64(0.09), np.float64(0.09), np.float64(0.09), np.float64(0.09), np.float64(0.09)]","[np.float64(141.62), np.float64(155.8), np.float64(169.85), np.float64(183.39), np.float64(198.07), np.float64(213.95), np.float64(228.94), np.float64(242.68), np.float64(257.23), np.float64(272.66), np.float64(286.27)]",206.64,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.1272,"[170.0, 150.0, 117.37, 93.48, 86.3, 93.33, 88.15, 80.74, 85.56, 90.74, np.float64(112.53)]","[151.11, 187.5, 212.38, 238.89, 310.67, 387.69, 432.73, 484.44, 660.0, 816.67, np.float64(112.53)]","[156.92, 140.62, 111.5, 89.58, 93.2, 100.8, 95.2, 103.81, 135.88, 188.46, np.float64(112.53)]",0.1498,0.0587,0.1377,1168.2,3994.61,1328.5
Lumax Auto Technologies Limited (NSEI:LUMAXTECH),NSEI:LUMAXTECH,Auto Parts,Consumer Discretionary,1508,1847,2822,1357,1647,2453,11,15,45,10,17,69,40,52,118,27%,24%,26%,34%,33%,29%,14,14,14,530,648,776,165,664,810,430,853,997,409,1028,1014,12,13,36,122,201,406,595,937,1141,87,137,265,-65,-476,-249,10,365,-40,3604,528,55.98,"Market Leadership The company is a leading manufacturer of gear shifters & interior solutions in India, with more than 80% market share across all passenger vehicle customers. [1] [2]",Small,438,217,161,0.155209072,0.117487818,0.106763926,0.126486938,6.825757576,1.277108434,891,1583,1151,729,288,-1,0.089041096,-2.198156682,790,662,544,1600,1326,709,0.27375,0.163650075,0.227080395,3.558394161,0.549432739,0.50625,0.500754148,0.232722144,5.713121848,1.4,15.9,10.74289294,1.086638429,0.088235294,"[10, 10, 9, 8, 8, 8, 7, 6, 6, 6, 5]","[3104, 3415, 3722, 4020, 4341, 4689, 5017, 5318, 5637, 5975, 6274]",FALSE,"[np.float64(0.16), np.float64(0.15), np.float64(0.14), np.float64(0.14), np.float64(0.13), np.float64(0.12), np.float64(0.12), np.float64(0.11), np.float64(0.1), np.float64(0.1), np.float64(0.09)]","[np.float64(347.65), np.float64(358.58), np.float64(364.76), np.float64(393.96), np.float64(395.03), np.float64(393.88), np.float64(421.43), np.float64(409.49), np.float64(394.59), np.float64(418.25), np.float64(395.26)]",68.01,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.1272,"[235.0, 207.33, 161.58, 129.57, 118.89, 128.89, 121.48, 111.48, 118.15, 125.19, np.float64(155.37)]","[208.89, 259.17, 292.38, 331.11, 428.0, 535.38, 596.36, 668.89, 911.43, 1126.67, np.float64(155.37)]","[216.92, 194.38, 153.5, 124.17, 128.4, 139.2, 131.2, 143.33, 187.65, 260.0, np.float64(155.37)]",0.1368,0.0601,0.1276,1612.93,5513.65,1834.12
Subros Limited (BSE:517168),BSE:517168,Auto Parts,Consumer Discretionary,2239,2806,3071,2089,2638,2815,9,20,14,11,7,12,102,110,117,28%,32%,31%,14%,14%,12%,13,13,13,811,854,943,33,19,5,648,657,690,726,723,745,61,86,80,5,25,5,712,709,821,151,141,165,-100,-145,-91,-53,4,-65,3901,596,36.79,"Company Profile [1] Established in 1985, Subros is the Largest Air Conditioning & Thermal Products company in India. Its a JV between Subros (36.79%) + Denso (20%) + Suzuki (11.96%).",Small,268,175,161,0.087267991,0.062366358,0.071907101,0.07384715,6.545302013,1.27027027,747.3333333,906,820,778,53,33,-0.141791045,-0.64,956,867,824,961,886,857,0.278876171,0.19751693,0.187864644,3.533333333,19.55172414,0.005202914,0.021444695,0.038506418,103.3918129,1.4,15.9,16.35521235,1.860084797,0.029632042,"[10, 10, 9, 8, 8, 8, 7, 6, 6, 6, 5]","[3378, 3716, 4050, 4374, 4724, 5102, 5459, 5787, 6134, 6502, 6827]",FALSE,"[np.float64(0.09), np.float64(0.09), np.float64(0.09), np.float64(0.09), np.float64(0.09), np.float64(0.09), np.float64(0.09), np.float64(0.09), np.float64(0.09), np.float64(0.09), np.float64(0.09)]","[np.float64(212.81), np.float64(234.11), np.float64(255.15), np.float64(275.56), np.float64(297.61), np.float64(321.43), np.float64(343.92), np.float64(364.58), np.float64(386.44), np.float64(409.63), np.float64(430.1)]",310.41,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.1272,"[255.83, 225.33, 175.79, 140.87, 129.63, 140.0, 132.22, 121.48, 128.52, 136.3, np.float64(169.06)]","[227.41, 281.67, 318.1, 360.0, 466.67, 581.54, 649.09, 728.89, 991.43, 1226.67, np.float64(169.06)]","[236.15, 211.25, 167.0, 135.0, 140.0, 151.2, 142.8, 156.19, 204.12, 283.08, np.float64(169.06)]",0.1608,0.0603,0.1469,1755.03,6000.53,1995.85
Talbros Automotive Components Limited (BSE:505160),BSE:505160,Auto Parts,Consumer Discretionary,577,647,778,504,562,664,18,20,71,12,11,13,23,24,26,20%,21%,25%,7%,6%,3%,12,12,12,290,355,525,89,87,99,178,201,221,157,171,212,3,5,7,98,127,186,311,353,451,52,57,67,-25,-37,-52,-27,-16,-18,1726,280,58.43,Group Structure [1] TACL Group 1 Gaskets & Heat Shields : TACL Standalone and Nippon Leakless Talbros Pvt Ltd 2 Forgings : TACL Standalone 3 Chassis Components : Marelli Talbros Chassis Systems Pvt Ltd 4 Anti Vibration Products & Hoses : Talbros Marugo Rubber Pvt Ltd.,Small,127,96,85,0.163239075,0.148377125,0.147313692,0.15297663,6.164285714,2.218508997,371.6666667,644,485,412,139,50,0.68503937,0.135416667,537,367,302,636,454,391,0.199685535,0.211453744,0.217391304,0.71978022,1.111111111,0.155660377,0.191629956,0.227621483,13.08604579,1.4,15.9,15.46197883,0.908878505,0.066838046,"[10, 10, 9, 8, 8, 8, 7, 6, 6, 6, 5]","[856, 941, 1026, 1108, 1197, 1293, 1383, 1466, 1554, 1647, 1730]",FALSE,"[np.float64(0.16), np.float64(0.16), np.float64(0.15), np.float64(0.14), np.float64(0.13), np.float64(0.13), np.float64(0.12), np.float64(0.11), np.float64(0.1), np.float64(0.1), np.float64(0.09)]","[np.float64(95.87), np.float64(105.39), np.float64(107.73), np.float64(108.58), np.float64(108.93), np.float64(117.66), np.float64(116.17), np.float64(112.88), np.float64(108.78), np.float64(115.29), np.float64(108.99)]",18.74,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.1272,"[65.0, 56.67, 44.74, 35.65, 32.96, 35.56, 33.33, 30.74, 32.59, 34.44, np.float64(42.84)]","[57.78, 70.83, 80.95, 91.11, 118.67, 147.69, 163.64, 184.44, 251.43, 310.0, np.float64(42.84)]","[60.0, 53.12, 42.5, 34.17, 35.6, 38.4, 36.0, 39.52, 51.76, 71.54, np.float64(42.84)]",0.1111,0.0546,0.1049,444.52,1519.38,505.45
TVS Holdings Limited (BSE:520056),BSE:520056,Auto Parts,Consumer Discretionary,25591,33662,40248,22599,29356,34417,22,118,29,985,1424,2043,845,986,"1,030",30%,34%,36%,20%,18%,24%,10,10,10,5069,3231,2830,16593,25217,26232,8662,10665,15458,6339,6931,5630,560,821,1029,644,1022,1204,22790,30348,36667,-1548,-4111,-867,-1705,-1439,1533,3116,5979,275,18078,8929,74.45,Brand Reputation TVS Holdings Limited (Formerly known as Sundaram Clayton Limited) is one of the largest auto components manufacturing and distribution groups in India. TVSH is a leading supplier of aluminum die castings to the automotive and non-automotive sectors. [1],Mid,7874,5730,3977,0.19563705,0.170221615,0.155406197,0.173754954,2.024638817,0.449165176,29935,38900,32191,23994,1916,6194,0.438023876,0.829842932,2840,3241,5079,29072,28458,21672,0.270844799,0.201349357,0.183508675,10.72638436,1.189360448,0.902311502,0.886112868,0.765642303,6.45713999,1.2,14.7,7.2623726,0.903840108,-0.038088849,"[10, 10, 9, 8, 8, 8, 7, 6, 6, 6, 5]","[44273, 48700, 53083, 57330, 61916, 66869, 71550, 75843, 80394, 85218, 89478]",FALSE,"[np.float64(0.2), np.float64(0.19), np.float64(0.17), np.float64(0.16), np.float64(0.15), np.float64(0.14), np.float64(0.13), np.float64(0.12), np.float64(0.11), np.float64(0.1), np.float64(0.09)]","[np.float64(6198.22), np.float64(6477.1), np.float64(6316.88), np.float64(6420.96), np.float64(6501.18), np.float64(6553.16), np.float64(6511.05), np.float64(6370.81), np.float64(6190.34), np.float64(5965.26), np.float64(5637.11)]",-801.59,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.1272,"[3354.17, 2951.33, 2306.84, 1846.52, 1698.52, 1834.44, 1733.7, 1590.0, 1685.56, 1786.67, np.float64(2215.85)]","[2981.48, 3689.17, 4174.29, 4718.89, 6114.67, 7620.0, 8510.91, 9540.0, 13002.86, 16080.0, np.float64(2215.85)]","[3096.15, 2766.88, 2191.5, 1769.58, 1834.4, 1981.2, 1872.4, 2044.29, 2677.06, 3710.77, np.float64(2215.85)]",0.1196,0.0565,0.1125,23003.6,78648.12,26160.08
Gujarat Mineral Development Corporation Limited (NSEI:GMDCLTD),NSEI:GMDCLTD,Coal & Related Energy,Energy,2732,3498,2463,2011,2161,1837,158,396,273,3,2,3,98,81,79,43%,27%,25%,31%,30%,49%,64,64,64,4758,5722,6052,1,2,3,1064,1166,1249,1510,1454,1552,23,28,291,596,491,568,3756,4979,4957,481,933,109,-674,-787,238,-7,-137,-365,9062,285,74,"Minerals & Metals The company mines and extracts different minerals and metals such as lignite, bauxite, fluorspar, manganese, silica sand, limestone, bentonite and ball clay [1] from various districts in Gujarat such as Kutch, Surat, Baroda, Rajkot, Jamnagar, Porbandar, Amreli, Bhavnagar and others. [2]",Mid,629,1339,724,0.255379618,0.382790166,0.265007321,0.301059035,31.79649123,3.679252944,4564,5816,5498,4375,235,1021,0.751987281,0.174757282,6116,5786,4822,6119,5788,4823,0.102794574,0.231340705,0.150114037,-3.126888218,0.793782383,0.000490276,0.000345543,0.00020734,166.6666667,1.2,14.7,14.77450564,0.334283388,-0.096630126,"[60, 54, 49, 44, 38, 32, 27, 22, 16, 10, 5]","[3941, 6069, 9043, 13021, 17969, 23720, 30124, 36751, 42631, 46894, 49239]",FALSE,"[np.float64(0.26), np.float64(0.25), np.float64(0.25), np.float64(0.24), np.float64(0.24), np.float64(0.23), np.float64(0.23), np.float64(0.22), np.float64(0.22), np.float64(0.21), np.float64(0.21)]","[np.float64(717.26), np.float64(1062.08), np.float64(1582.52), np.float64(2187.53), np.float64(3018.79), np.float64(3818.92), np.float64(4849.96), np.float64(5659.65), np.float64(6565.17), np.float64(6893.42), np.float64(7238.13)]",9315.53,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.9228,"[1231.67, 1418.67, 1565.26, 1729.57, 1832.59, 2130.0, 2371.85, 2454.44, 2177.78, 1578.89, np.float64(392.18)]","[1094.81, 1773.33, 2832.38, 4420.0, 6597.33, 8847.69, 11643.64, 14726.67, 16800.0, 14210.0, np.float64(392.18)]","[1136.92, 1330.0, 1487.0, 1657.5, 1979.2, 2300.4, 2561.6, 3155.71, 3458.82, 3279.23, np.float64(392.18)]",0.2801,0.0774,0.2422,18882.9,83338.03,22738.56
Capri Global Capital Limited (BSE:531595),BSE:531595,Financial Svcs. (Non-bank & Insurance),Financials,981,1465,2313,368,620,1023,1,1,1,332,534,837,10,44,88,25%,24%,24%,4%,5%,4%,35,41,82,1887,3524,3754,4832,7511,10407,398,725,906,34,291,350,2,17,19,377,216,216,6739,11278,14565,-1340,-3007,-3700,317,65,-7,1176,4096,2870,14457,176,69.87,Company Timeline [1] FY11 : Raised Rs. 450 crs. equity capital and started Construction Finance Business FY13 :  MSME Lending FY17 : Housing Finance FY22 : Car Loans & Gold Loans.,Mid,2127,1379,945,0.919584955,0.941296928,0.963302752,0.941394878,82.14204545,6.250324254,10860.66667,14800,11511,7118,3108,4066,1.457921956,2.995649021,3836,3565,1922,14243,11076,6754,0.149336516,0.124503431,0.139917086,0.267761288,0.111985192,0.730674717,0.6781329,0.715427895,7.341032382,1.2,14.7,9.322988415,0.152673267,0.003026373,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[2429, 2550, 2678, 2811, 2952, 3100, 3255, 3417, 3588, 3768, 3956]",FALSE,"[np.float64(0.92), np.float64(0.88), np.float64(0.85), np.float64(0.81), np.float64(0.77), np.float64(0.73), np.float64(0.7), np.float64(0.66), np.float64(0.62), np.float64(0.59), np.float64(0.55)]","[np.float64(1564.28), np.float64(1570.8), np.float64(1593.41), np.float64(1593.84), np.float64(1591.13), np.float64(1584.1), np.float64(1594.95), np.float64(1578.65), np.float64(1557.19), np.float64(1556.18), np.float64(1523.06)]",-58.89,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.0086,"[96.67, 80.67, 67.37, 57.83, 52.22, 54.81, 57.41, 60.0, 63.33, 66.67, np.float64(8855.0)]","[85.93, 100.83, 121.9, 147.78, 188.0, 227.69, 281.82, 360.0, 488.57, 600.0, np.float64(8855.0)]","[89.23, 75.62, 64.0, 55.42, 56.4, 59.2, 62.0, 77.14, 100.59, 138.46, np.float64(8855.0)]",0.1044,0.0924,0.1036,9511.98,11457.52,9633.06
