Name,Ticker,Sub-Industry,Industry,sales_2022,sales_2023,sales_2024,expenses_2022,expenses_2023,expenses_2024,other_income_2022,other_income_2023,other_income_2024,interest_2022,interest_2023,interest_2024,depreciation_2022,depreciation_2023,depreciation_2024,tax%_2022,tax%_2023,tax%_2024,div_payout%_2022,div_payout%_2023,div_payout%_2024,equity_capital_2022,equity_capital_2023,equity_capital_2024,reserves_2022,reserves_2023,reserves_2024,borrowings_2022,borrowings_2023,borrowings_2024,CL_2022,CL_2023,CL_2024,fixed_assets_2022,fixed_assets_2023,fixed_assets_2024,cwip_2022,cwip_2023,cwip_2024,investments_2022,investments_2023,investments_2024,other_assets_2022,other_assets_2023,other_assets_2024,cfo_2022,cfo_2023,cfo_2024,cfi_2022,cfi_2023,cfi_2024,cff_2022,cff_2023,cff_2024,MCap,Price,P/E,PromoterHold,About,MCap_category,EBIT_2024,EBIT_2023,EBIT_2022,operating_margin_24,operating_margin_23,operating_margin_22,avg_operating_margin,shares_outstanding,P/R,cash,CA_2024,CA_2023,CA_2022,Change_WC_24-23,Change_WC_23-22,Reinv_rate_24,Reinv_rate_23,Equity_2024,Equity_2023,Equity_2022,invested_capital_2024,invested_capital_2023,invested_capital_2022,ROC_2024,ROC_2023,ROC_2022,sales_to_capital_24-23,sales_to_capital_23-22,debt%_2024,debt%_2023,debt%_2022,Kd,Beta,Ke,WACC,asset_turnover,capex/revenue
Tantia Constructions Limited (BSE:532738),BSE:532738,Engineering/Construction,Industrials,100,94,53,102,104,58,6,14,-9,2,2,1,4,4,2,0%,0%,22%,0%,0%,0%,29,29,16,230,227,232,338,338,334,84,145,69,15,12,9,421,422,422,15,13,5,230,291,214,-4,1,-35,-4,5,16,0,0,8,777,50,,94.33,Service Areas: [1] a) Roads and highways b) Railway infrastructure c) Urban infrastructure d) Aviation infrastructure e) Marine infrastructure f) Power transmission,Small,-4,-8,0,-0.075471698,-0.085106383,0,-0.053526027,15.54,14.66037736,245,641,726,666,-9,-1,-1.75,-0.5,248,256,259,582,594,597,-0.006872852,-0.013468013,0,3.416666667,2,0.573883162,0.569023569,0.566164154,0.494277717,1.4,15.9,7.058915391,0.081538462,-0.301886792
Voltas Limited (NSEI:VOLTAS),NSEI:VOLTAS,Engineering/Construction,Industrials,7934,9499,12481,7362,9045,12145,188,-77,253,26,30,56,37,40,48,27%,56%,49%,36%,104%,72%,33,33,33,5466,5419,5787,361,651,744,3874,4171,5430,384,525,548,59,98,368,3615,3109,3508,5676,6542,7571,584,159,762,-365,-82,-522,-107,55,-116,47474,1434,86.3,30.3,"Unitary Cooling Products(UCP) [1] Unitary Cooling products comprises Room Air Conditioners (RAC), Air Coolers, Air Purifiers, Water Heaters, Water Dispensers, Water Coolers, Visi Coolers, Chest Freezers, Cold Rooms & Medical Refrigeration. As of Q1FY25, company has 21.2% market share in room Acs and 36% in window ACs . It has 30,000+ touchpoints, 330+ EBOs and 5 Experience Zones. The company sold 1 mn units in 88 days. [2]",Large,392,484,598,0.03140774,0.050952732,0.075371817,0.05257743,33.10599721,3.803701626,6596.333333,11447,9749,9350,439,102,-0.211734694,0.041322314,5820,5452,5499,6564,6103,5860,0.059719683,0.07930526,0.102047782,6.468546638,6.440329218,0.113345521,0.106668851,0.061604096,6.445797573,1,13.5,12.70043775,1.040516882,0.041823572
Datamatics Global Services Limited (NSEI:DATAMATICS),NSEI:DATAMATICS,Information Services,Industrials,1201,1459,1550,1007,1215,1304,35,39,45,4,4,4,33,35,36,19%,24%,21%,14%,16%,7%,29,29,30,828,1020,1200,63,21,17,190,212,217,188,218,219,3,0,0,273,354,546,645,710,698,182,130,184,-134,-99,-179,21,-66,-38,3634,618,20,66.33,"Service Offerings The co. offers a wide range of services primarily categorized under information technology (IT) solutions, business process management (BPM), Big Data & Analytics & engineering services. [1]",Small,250,248,198,0.161290323,0.169979438,0.164862614,0.165377458,5.8802589,2.344516129,684.3333333,1244,1064,921,175,121,-0.016,0.088709677,1230,1049,857,1247,1070,920,0.200481155,0.231775701,0.215217391,0.514124294,1.72,0.013632719,0.019626168,0.068478261,16.30874572,1.4,15.9,15.90557232,1.059466849,0.115483871
L.G. Balakrishnan & Bros Limited (NSEI:LGBBROSLTD),NSEI:LGBBROSLTD,Machinery,Industrials,2102,2203,2346,1713,1822,1951,35,46,56,9,8,9,83,79,78,26%,26%,26%,19%,20%,21%,31,31,31,1101,1334,1610,104,104,115,476,403,480,508,487,573,15,32,47,104,134,176,1086,1221,1441,202,304,343,-182,-295,-299,-19,-58,-40,3898,1225,14.3,34.8,"Product Segments Q2 FY25 1) Transmission (79%): [1] The company offers chains, sprockets, tensioners, belts and brake shoes.",Small,404,389,398,0.172208014,0.176577394,0.189343482,0.179376297,3.182040816,1.661551577,1249.333333,1664,1387,1205,200,255,-0.245049505,-0.102827763,1641,1365,1132,1756,1469,1236,0.230068337,0.26480599,0.322006472,0.49825784,0.433476395,0.065489749,0.07079646,0.084142395,8.057413601,1.4,15.9,15.38639098,1.048725972,0.12745098
Thermax Limited (NSEI:THERMAX),NSEI:THERMAX,Machinery,Industrials,6128,8090,9323,5715,7489,8526,135,156,307,25,38,88,113,117,148,24%,25%,26%,32%,25%,21%,23,23,23,3470,3846,4417,368,831,1277,3598,4137,4424,1195,1248,1906,44,434,525,1477,1626,1765,4742,5528,5945,325,460,247,-420,-664,-514,-21,349,285,43327,3626,68.3,61.99,"Business Segments 1) Industrial Products (40% in Q2 FY25 vs 39% in FY22): [1] [2] The company offers small capacity boilers & heating equipment, absorption chillers/heat pumps, air pollution control equipment/systems, water & waste recycle including associated services and EPC. [3] The segment revenue grew by 55% between FY22 and FY24, supported by strong growth in the metal, cement and food & beverage sectors. [4] [5]",Large,885,639,438,0.094926526,0.078986403,0.071475196,0.081796042,11.94897959,4.647323823,5405,8235,7588,6263,360,786,-0.174011299,0.190923318,4440,3869,3493,5717,4700,3861,0.154801469,0.135957447,0.113442113,1.212389381,2.338498212,0.2233689,0.176808511,0.095312095,6.085811082,1,13.5,11.84390078,0.919337343,0.055132468
W. H. Brady & Co. Ltd. (BSE:501391),BSE:501391,Machinery,Industrials,59,74,89,52,65,78,1,2,6,1,1,1,1,1,1,25%,24%,27%,0%,0%,0%,3,3,3,43,48,58,6,6,5,25,25,34,11,12,15,1,2,1,18,25,35,46,43,50,5,11,8,-3,-7,-1,-2,-6,-7,190,744,17.6,73.76,Business Overview: [1] Company provides support services and solutions for Aviation and Highways sectors in India. It is also deals in Trading Material Handling Equipment. These products are distributed throughout India by a network of dealers and distributors which are managed by its subsidiary Brady & Morris Engineering Co. Ltd.,Micro,12,10,8,0.134831461,0.135135135,0.13559322,0.135186605,0.255376344,2.134831461,46.33333333,86,70,65,7,5,0.5,-0.2,61,51,46,66,57,52,0.181818182,0.175438596,0.153846154,1.666666667,3,0.075757576,0.105263158,0.115384615,17.77777778,1.6,17.1,17.1513468,0.881188119,0.011235955
Sicagen India Limited (BSE:533014),BSE:533014,Retail (Distributors),Industrials,836,895,795,814,869,768,0,15,7,6,9,11,11,11,10,112%,18%,24%,-162%,13%,23%,40,40,40,383,400,420,95,121,121,140,68,118,141,141,140,0,0,1,70,69,73,445,418,486,-2,15,25,18,-4,-3,-18,-13,-20,269,68,18.8,60.39,"Business Overview: [1] Company is an ISO 9001:2015 certified company and part of the Singapore headquartered $2+ billion AM International group, Sicagen has 5 business verticals and 2 subsidiaries. It is an integrated, value-added solutions provider for Building Materials, Power & Control Systems, Industrial Packaging and Speciality Chemicals for water treatment",Micro,38,35,28,0.047798742,0.039106145,0.033492823,0.04013257,3.955882353,0.33836478,449.6666667,560,487,515,23,44,0.526315789,1.142857143,460,440,423,581,561,518,0.065404475,0.062388592,0.054054054,-5,1.372093023,0.208261618,0.215686275,0.183397683,7.614905031,1.6,17.1,15.12461878,1.135714286,0.003773585
Veritas (India) Limited (BSE:512229),BSE:512229,Retail (Distributors),Industrials,2131,2163,3855,1975,2021,3650,0,5,57,19,17,31,32,34,43,1%,1%,1%,0%,0%,0%,3,3,3,2108,2301,2507,268,232,327,1623,1586,1346,1984,2053,2052,342,344,349,1,9,10,1674,1715,1772,121,81,56,27,-3,-32,-148,-76,-13,1891,705,9.23,55.01,"Business Overview The company is engaged in the business of International Trade & Distribution of Polymers, Paper & Paper Boards, Rubber, Heavy Distillates, Chemicals, Development of Software, etc. The Company is also engaged In generation of Wind Energy. [1]",Small,236,159,175,0.061219196,0.073509015,0.08212107,0.072283094,2.682269504,0.490531777,1720.333333,2131,2068,2017,303,88,1.148305085,0.534591195,2510,2304,2111,2837,2536,2379,0.083186465,0.062697161,0.073560319,5.621262458,0.203821656,0.115262601,0.09148265,0.112652375,7.96575359,1.4,15.9,14.98547812,0.921587377,0.008300908
Chowgule Steamships Limited (BSE:501833),BSE:501833,Shipbuilding & Marine,Industrials,32.56,35.12,0,24.3,13.28,3.31,19.53,34.56,2.97,10.34,4.95,1.12,9.43,4.99,0.5,56.36%,-1.89%,-40.82%,0.00%,0.00%,0.00%,36.31,36.31,36.31,-133.25,-88.81,-97.45,57.22,14.13,12.45,154.67,86.42,93.97,103.21,6.92,6.43,0,0,0,3.27,6.67,6.88,8.47,34.46,31.97,-3.83,19.62,-2.21,3.44,92.24,1.2,-3.1,-110.65,-2.88,90,24.8,257,72.13,Business Overview: [1] Company owns and operates one vessel for seaborne transportation of bulk cargo,Micro,-2.19,26.79,18.6,#NAME?,0.762813212,0.571253071,#NAME?,3.629032258,inf,24.96666667,38.85,41.13,11.74,-9.83,97.64,3.940639269,7.087719298,-61.14,-52.5,-96.94,-48.69,-38.37,-39.72,0.044978435,-0.69820172,-0.468277946,3.403100775,1.896296296,-0.255699322,-0.36825645,-1.440584089,20.69947858,1.6,17.1,16.17961577,0,#NAME?
Ace Software Exports Limited (BSE:531525),BSE:531525,Computer Services,Information Technology,9.78,10.32,23.72,10.61,9.88,23.08,0.81,0.37,6.04,0.15,0.11,0.19,0.64,0.58,0.7,0.00%,8.33%,7.60%,0.00%,0.00%,0.00%,4.68,4.68,6.4,14.88,15.28,23.68,1.77,0,1.9,1.98,1.1,7.55,8.35,4.52,10.3,0,0,0,6.53,7.46,12.58,8.43,9.08,16.65,2.58,-0.78,-3.25,-2.26,2.83,-4.66,-0.14,-2.29,12.68,206,322,35.4,68.21,Services Offered: [1] The company runs its Publishing business through: a) Pre Press Projects b) E-book Formatting c) Editing Content d) Cover Design e) Distribution & Marketing f) Document Conversion The company also offers technological solutions through: [2] a) building Apps b) Websites c) Software d) Providing IT Infra e) Project Management,Micro,0.83,0.55,-0.68,0.034991568,0.053294574,-0.069529652,0.006252163,0.639751553,8.6846543,11.38666667,29.23,16.54,14.96,6.24,2.46,1.903614458,9.618181818,30.08,19.96,19.56,31.98,19.96,21.33,0.025953721,0.02755511,-0.031879981,1.114808652,-0.394160584,0.059412133,0,0.082981716,inf,1.6,17.1,inf,0.600050594,0.196458685
Optiemus Infracom Limited (BSE:530135),BSE:530135,Computer Services,Information Technology,472,1174,1528,491,1156,1449,36,54,23,5,6,8,6,13,18,120%,21%,25%,0%,31%,0%,86,86,86,244,297,341,43,118,164,193,411,757,113,210,254,2,3,3,42,45,58,409,653,1033,28,1,40,24,-82,-51,-64,70,25,5050,588,74.4,74.89,"Business Segments Trading & Distribution (42%) - The company is a leading player in the mobile handset distribution industry and presently deals in the handsets of Nokia, Samsung & HTC. [1] The group operates with 27 Regional branches, a presence with close to 650 Distributors (Micro and Macro Distributors), 10,000+ retail partners (in the general trade segment), and more than 700 service centers. [2]",Mid,87,24,-14,0.056937173,0.02044293,-0.029661017,0.015906362,8.588435374,3.304973822,698.3333333,1094,701,453,47,30,-0.045977011,-2.166666667,427,383,330,591,501,373,0.147208122,0.047904192,-0.037533512,3.933333333,5.484375,0.27749577,0.235528942,0.115281501,7.196900507,1.2,14.7,12.61792163,1.133531157,0.033376963
Thacker and Company Limited (BSE:509945),BSE:509945,Computer Services,Information Technology,5,3,2,3,1,1,3,3,3,0,0,0,2,2,1,18%,21%,41%,0%,0%,0%,0.11,0.11,0.11,101,114,137,0,0,0,2,1,2,19,17,16,0,0,0,78,89,112,6,9,11,-2,-4,-3,1,3,3,0,0,0,195,1790,8.65,64.28,"Products & Services: [1] a) Investment & Finance b) Business Centre c) Trading Business: Scanners & related Products, Others d) Others Un-allocable",Micro,1,2,2,0.5,0.666666667,0.4,0.522222222,0.108938547,97.5,8.666666667,123,98,84,24,15,27,9,137.11,114.11,101.11,137.11,114.11,101.11,0.007293414,0.017526948,0.019780437,-0.043478261,-0.153846154,0,0,0,,1.6,17.1,,0.014388489,-1.5
Triton Corp Limited (BSE:523387),BSE:523387,Computer Services,Information Technology,0,0,0,0.23,0.2,0.18,-2.27,0.01,0.01,0,0,0.27,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,19.99,19.99,19.99,-19.14,-19.33,-19.77,1.56,1.54,1.47,2.51,2.72,3.24,0,0,0,1.12,1.12,1.12,0.17,0.17,0.17,3.63,3.63,3.64,-2.29,-0.01,0.06,2.29,0.01,0.01,0,0,-0.07,10.2,0.51,,67.62,"Business Overview: [1] TCL is engaged in IT & ITes operation, call centre services, and providing management and consultancy of information technology and related services.",Nano,0.09,-0.2,-0.23,inf,#NAME?,#NAME?,,20,inf,3.633333333,4.93,4.92,4.92,-0.51,-0.21,-5.555555556,1,0.22,0.66,0.85,1.69,2.2,2.41,0.053254438,-0.090909091,-0.095435685,0,0,0.869822485,0.7,0.647302905,6.12244898,1.8,18.3,7.707692308,0,#NAME?
63 moons technologies limited (BSE:526881),BSE:526881,Software (System & Application),Information Technology,160,290,472,277,317,375,56,70,148,0,1,1,12,23,30,1%,212%,1%,0%,-57%,4%,9,9,9,3087,3106,3338,0,4,5,272,347,293,382,387,369,0,0,1,796,658,642,2190,2421,2633,-102,71,47,75,-68,-100,81,19,22,3264,709,49.6,45.63,"Services Offered 1.Brokerage Trading solutions: The Co. provides end-to-end solutions for Brokers. Its solutions cater to Equity, Forex, Commodity, and Derivatives Markets, covering all stages of a Trade Life Cycle, i.e. Pre-Trade, and Post-Trade. The company provides its service under its brand ODIN and its clients include Nirmal Bang, Kotak Securities, Angel Securities, PCS Securities, and others. [1]",Small,98,-26,-117,0.207627119,-0.089655172,-0.73125,-0.204426018,4.603667137,6.915254237,2414.666667,3276,3079,2986,251,18,1.540816327,1.923076923,3347,3115,3096,3352,3119,3096,0.029236277,-0.008336005,-0.037790698,0.78111588,5.652173913,0.001491647,0.001282462,0,,1.4,15.9,,0.129492455,0.211864407
Birlasoft Limited (NSEI:BSOFT),NSEI:BSOFT,Software (System & Application),Information Technology,4130,4795,5278,3490,4273,4442,66,22,104,13,19,20,77,82,85,25%,25%,25%,27%,29%,29%,56,55,55,2527,2393,2989,123,102,93,677,637,788,725,736,697,3,6,12,840,565,1320,1816,1880,1897,281,561,718,-309,252,-625,-147,-636,-168,14526,523,23.5,40.82,"Parentage Birlasoft is a part of the CK Birla Group, a diversified  3 Bn$ conglomerate with a global workforce of over 35,000 employees and operating 52 manufacturing facilities worldwide. The Group operates across diverse sectors, including technology, automotive, home and building, healthcare and education. [1]",Mid,856,541,653,0.162182645,0.11282586,0.15811138,0.144373295,27.77437859,2.752178856,1864.333333,3229,2451,2659,627,-168,0.002336449,0.155268022,3044,2448,2583,3137,2550,2706,0.272872171,0.212156863,0.241315595,0.822827939,-4.262820513,0.029646159,0.04,0.045454545,16.90064434,1.2,14.7,14.76524065,1.344370861,0.118416067
Raminfo Limited (BSE:530951),BSE:530951,Software (System & Application),Information Technology,105.27,80.98,81.93,94.24,71.44,71.66,1.23,2.13,2.88,0.45,0.32,0.26,1.41,2.6,2.47,21.06%,33.37%,38.77%,8.99%,11.51%,0.00%,6.71,6.71,7.54,19.68,25.13,53.65,3.19,3.88,10.87,67.76,73.58,68.31,7.26,4.85,26.7,0,0,0,1.13,1.13,1.13,88.95,103.32,112.54,7.19,2.57,15.97,0.09,-7.7,-19.63,0.76,0.19,19.05,63.6,84.4,16.4,33.98,"Industries Catered The Co provides IT services and solution to a variety of industries such as Government and e Governance, Fintech, Healthcare, Energy, IoT & Analytics, Engineering Services etc. [1]",Micro,10.53,9.86,11.48,0.12852435,0.121758459,0.109052912,0.119778573,0.753554502,0.776272428,101.6033333,113.67,104.45,90.08,14.49,8.55,-0.488129155,0.086206897,61.19,31.84,26.39,72.06,35.72,29.58,0.146128226,0.276035834,0.388100068,0.026141992,-3.956026059,0.150846517,0.10862262,0.107843137,8.248636692,1.6,17.1,15.76480268,0.583671725,0.239594776
Ecoplast Limited (BSE:526703),BSE:526703,Chemical (Basic),Materials,94,96,113,94,91,100,0,4,2,1,1,0,3,2,2,-32%,28%,24%,0%,10%,10%,3,3,3,26,30,39,14,1,1,12,9,12,16,15,16,0,0,0,0,0,0,39,29,38,-2,15,13,-2,1,-3,4,-14,-2,176,585,19.7,72.23,"Business Overview: [1] Company is a supplier of multilayer co-extruded polyethylene and co-polymer films to the flexible packaging industry and a variety of other speciality applications. Company has expertise in designing and manufacturing Surface Protective Films which protect products such steel, aluminum panels/ profiles, carpets, tiles, glass, and all kinds of substrates from dusts, scratches and other environmental impacts",Micro,13,6,1,0.115044248,0.0625,0.010638298,0.062727515,0.300854701,1.557522124,35.33333333,38,29,39,6,-7,0.230769231,-1,42,33,29,43,34,43,0.302325581,0.176470588,0.023255814,1.888888889,-0.222222222,0.023255814,0.029411765,0.325581395,35.71428571,1.6,17.1,17.53289037,2.092592593,0.026548673
Indo Borax & Chemicals Limited (BSE:524342),BSE:524342,Chemical (Basic),Materials,176,225,191,128,163,149,3,9,12,0,0,0,1,2,2,27%,26%,25%,1%,6%,8%,3,3,3,204,252,290,0,0,0,14,20,18,91,96,99,1,1,1,4,9,43,126,169,169,11,60,68,26,-8,-30,-3,-3,-3,520,164,12.1,50.79,"Product Portfolio & Applications Boric Acid Technical Grade Granular - Used in fused products glass, glass fibre ceramics, frits, glazed, porcelain enamels. Also used as catalysts in cyclohexane and hydrocarbon oxidation. Boric Acid Technical Grade Powder - Used for fluxes and in metallurgical operations like welding and brazing. Also used as a fire retardant. Boric Acid IP Grade Company is the only manufacturer of IP grade Boric Acid in the country. IP Grade is used in eye-wash, ointments, foot powder, shampoo, skin cream, mouth-wash, and in veterinary formulations. Lithium Hydroxide Monohydrate - It is used in the manufacturing of lubricant greases,   dyestuff, and specialty resins. It is also used in the batteries of EVs. [1]",Small,42,62,48,0.219895288,0.275555556,0.272727273,0.256059372,3.170731707,2.722513089,154.6666667,213,179,131,36,42,0.142857143,0.548387097,293,255,207,293,255,207,0.14334471,0.243137255,0.231884058,-0.894736842,1.020833333,0,0,0,,1.4,15.9,,0.612179487,0.157068063
Rain Industries Limited (BSE:500339),BSE:500339,Chemical (Basic),Materials,14527,21011,18141,12166,17474,17208,193,105,180,479,524,819,798,790,776,46%,32%,65%,6%,2%,-4%,67,67,67,6042,8360,7275,8489,9731,8690,3864,3787,3954,10939,11977,11357,791,467,432,13,14,17,6719,9487,8181,834,1036,3063,-510,-576,-711,-740,-396,-2115,4683,139,,41.14,Business Profile Rain is into transforming by-products of oil and steel industries into high-value carbon-based materials essential to numerous manufacturing applications and end products. [1],Small,1752,4061,2840,0.096576815,0.193279711,0.195498038,0.161784855,33.69064748,0.258144534,8129,8630,9968,7523,-1505,2522,-1.264840183,0.479192317,7342,8427,6109,16032,18158,14598,0.109281437,0.223647979,0.194547198,1.349952963,1.821348315,0.542040918,0.535907038,0.581518016,6.81735828,1.4,15.9,10.97683654,0.907639966,0.039192988
The Andhra Sugars Limited (NSEI:ANDHRSUGAR),NSEI:ANDHRSUGAR,Chemical (Basic),Materials,1962,2368,1894,1700,2060,1780,116,25,54,13,4,2,64,76,76,18%,25%,16%,22%,15%,18%,27,27,27,1491,1514,1556,55,24,31,466,470,461,712,806,813,71,125,181,409,307,317,848,797,764,176,286,142,-27,-204,-102,-148,-91,-23,1102,81.4,19.4,47.26,"Business Segments 1) Chlor-alkali (37% in FY24 vs 38% in FY22): [1] [2] The company offers Chlor-alkali products like caustic soda, caustic potash and its co-products. The segment revenue declined by 6% between FY22 and FY24, due to a significant decline in the realization of caustic soda. [3]",Small,116,312,275,0.06124604,0.131756757,0.140163099,0.111055299,13.53808354,0.581837381,803,1262,1229,1328,42,-103,-0.517241379,-0.983974359,1583,1541,1518,1614,1565,1573,0.071871128,0.199361022,0.174825175,-9.673469388,-50.75,0.019206939,0.015335463,0.034965035,15.58488107,1.4,15.9,15.89394753,0.912771084,0.053854277
