Name,Ticker,Sub-Industry,Industry,sales_2022,sales_2023,sales_2024,expenses_2022,expenses_2023,expenses_2024,other_income_2022,other_income_2023,other_income_2024,interest_2022,interest_2023,interest_2024,depreciation_2022,depreciation_2023,depreciation_2024,tax%_2022,tax%_2023,tax%_2024,div_payout%_2022,div_payout%_2023,div_payout%_2024,equity_capital_2022,equity_capital_2023,equity_capital_2024,reserves_2022,reserves_2023,reserves_2024,borrowings_2022,borrowings_2023,borrowings_2024,other_liabilities_2022,other_liabilities_2023,other_liabilities_2024,fixed_assets_2022,fixed_assets_2023,fixed_assets_2024,cwip_2022,cwip_2023,cwip_2024,investments_2022,investments_2023,investments_2024,other_assets_2022,other_assets_2023,other_assets_2024,cfo_2022,cfo_2023,cfo_2024,cfi_2022,cfi_2023,cfi_2024,cff_2022,cff_2023,cff_2024,MCap,Price,P/E,PromoterHold,About
Joindre Capital Services Limited (BSE:531861),BSE:531861,Brokerage & Investment Banking,Financials,"<td class="""">37.56</td>","<td class="""">28.98</td>","<td class="""">41.51</td>","<td class="""">28.74</td>","<td class="""">23.55</td>","<td class="""">30.16</td>",0.57,0,-7.01,1.05,0.7,0.66,0.31,0.47,0.56,21.79%,27.70%,84.29%,27.59%,56.17%,564.90%,13.84,13.84,13.84,55.96,57.9,58.51,5.12,4.45,14.8,57.35,35.74,86.66,1.9,1.78,1.56,0,0,0,7.67,15.83,9.44,122.7,94.32,162.81,9.56,-26.44,12.81,8.83,-2.69,16.79,-2.09,-2.84,8.11,66.9,48.4,6.92,63.68%,"Registrations: [1] Company is registered with SEBI under the Stock Brokers and Sub-Brokers Regulations. Company has a Trading-cum-Clearing Membership of BSE Ltd in their Cash and Derivative segment and NSE Ltd in their Cash, Derivative, Currency Derivative segment.  Company is also registered with CDSL as a Depository Participant."
Keynote Financial Services Limited (NSEI:KEYFINSERV),NSEI:KEYFINSERV,Brokerage & Investment Banking,Financials,"<td class="""">32</td>","<td class="""">16</td>","<td class="""">49</td>","<td class="""">11</td>","<td class="""">15</td>","<td class="""">13</td>",0,0,0,1,0,0,1,1,1,14%,3320%,22%,3%,-34%,2%,6,6,6,95,93,119,28,2,1,11,9,15,16,17,17,0,0,0,62,60,84,61,33,40,-13,21,6,22,-3,-4,0,-26,-3,161,226,5.24,57.01%,Business Overview: [1] Company is a Category 1 Merchant Banker  and a full service Investment Bank and  Brokerage house offering financial services
Monarch Networth Capital Limited (BSE:511551),BSE:511551,Brokerage & Investment Banking,Financials,"<td class="""">154</td>","<td class="""">162</td>","<td class="""">278</td>","<td class="""">79</td>","<td class="""">97</td>","<td class="""">100</td>",1,0,1,2,6,13,1,1,2,25%,26%,25%,6%,8%,3%,31,34,34,137,188,312,17,3,113,462,383,349,5,8,13,0,0,0,11,21,18,631,579,778,45,-21,-134,0,-18,1,14,-5,94,"3,136",400,20.5,52.78%,"Products & Services The Co offers a wide range of products within BFSI such as Broking services in Equity, Commodity & Currency markets, Distribution of Initial Public Offer (IPO), FPO & QIP products, Distribution of Mutual Fund products, Bonds, FDs, and NPS, Distribution of Life Insurance & General Insurance Policies of various Insurance companies, Depositary (Demat) services, Investment Banking Services and Loan against securities (LAS) & margin funding. [1]"
NDA Securities Limited (BSE:511535),BSE:511535,Brokerage & Investment Banking,Financials,"<td class="""">8.03</td>","<td class="""">5.74</td>","<td class="""">6.55</td>","<td class="""">6.98</td>","<td class="""">5.17</td>","<td class="""">5.33</td>",0,-0.12,0.02,0.12,0.1,0.19,0.11,0.13,0.13,9.76%,-259.09%,30.43%,0.00%,0.00%,0.00%,5.09,5.09,5.95,2.9,3.59,4.91,1.09,0.62,1.33,6.8,7.11,9.79,1.31,1.09,0.97,0,0,0,0.4,0.13,0.02,14.17,15.19,20.99,-0.85,1.55,-2.19,-0.55,0.25,0.11,-0.33,-0.07,0.83,19,31.9,19.8,48.57%,Business Overview: [1] NDA Securities Limited is a flagship company of NDA Group. Company is a Trading Member of National Stock Exchange of India Ltd and Bombay Stock Exchange of India Ltd. Company is also a depository participant with National Securities Depository Ltd.
Onelife Capital Advisors Limited (BSE:533632),BSE:533632,Brokerage & Investment Banking,Financials,"<td class="""">6.39</td>","<td class="""">5.22</td>","<td class="""">37.87</td>","<td class="""">6.46</td>","<td class="""">6.35</td>","<td class="""">31.43</td>",0.09,0.2,2.29,0.08,1.5,1.78,0.26,0.05,0.53,25.00%,0.00%,90.03%,0.00%,0.00%,0.00%,13.36,13.36,13.36,71.14,68.66,37.34,14.94,13.17,26.17,7.52,28.5,88.06,2.22,8.82,11.42,0,0,0,6.32,20.27,27.31,98.42,94.6,126.2,-2.01,18.52,-25.15,-12.01,-12.2,13.39,13.86,-3.27,11.23,20.3,15.4,,52.10%,"Services Offered: [1] a) Advisory for fund raising through Indian and global markets b) Acquaint companies on business strategies c) Assist companies in implementing corporate governance strategies, formulating business plans and management structuring d) Helps companies during the seed, growth and expansion phases as well as acquisition financing and structuring the deal e) Brokerage on the buying/selling of options /futures, commodities and NBFC activities"
Shardul Securities Limited (BSE:512393),BSE:512393,Brokerage & Investment Banking,Financials,"<td class="""">15</td>","<td class="""">13</td>","<td class="""">173</td>","<td class="""">3</td>","<td class="""">10</td>","<td class="""">10</td>",0,0,1,0,0,1,0,0,0,23%,23%,40%,0%,0%,0%,18,18,18,459,428,654,0,0,10,49,25,16,17,16,16,0,0,0,473,427,649,35,28,32,8,-18,20,-22,18,-23,0,0,10,602,68.8,3.01,74.84%,"Business Overview: [1] [2] SSL is a flagship company of Shriyam Group. It used to cater to financial requirements of manufacturing and servicing industry by way of lease finance. However, due to change in policies their focus shifted to investment banking activities. SSL is also registered as Non Systematically Important Non Deposit Taking Non Banking Financial Corporation"
Steel City Securities Limited (NSEI:STEELCITY),NSEI:STEELCITY,Brokerage & Investment Banking,Financials,"<td class="""">67</td>","<td class="""">59</td>","<td class="""">63</td>","<td class="""">47</td>","<td class="""">43</td>","<td class="""">45</td>",0,0,0,1,1,1,1,1,1,27%,26%,27%,33%,40%,38%,15,15,15,90,96,103,0,1,5,77,71,86,9,26,25,7,4,4,6,6,7,159,147,174,28,16,-19,-3,-10,3,-6,-3,-1,144,95.3,8.66,70.86%,"Business Overview: [1] Company is in the business of retail stock broking operations in Tamil Nadu, Karnataka, Orissa, Chattisgarh, and Maharashtra. It provides a trading platform for **Capital Market, Futures & Options, Commodities and Currency Derivatives from NSE, BSE, MCX, MSE, and NCDEX. **"
United Interactive Limited (BSE:502893),BSE:502893,Brokerage & Investment Banking,Financials,"<td class="""">0.90</td>","<td class="""">2.24</td>","<td class="""">3.83</td>","<td class="""">2.58</td>","<td class="""">4.63</td>","<td class="""">4.33</td>",3.4,1.86,2.21,0,0,0,0.4,0.17,0.25,6.06%,97.14%,49.32%,0.00%,0.00%,0.00%,1.83,1.83,1.83,27.71,29.03,33.55,0,0,0,34.64,35.93,41.38,7.44,7.02,6.8,0,0,0,42.23,44.18,46.46,14.51,15.59,23.5,-10.92,-4.97,-9.96,6.11,4.33,9.2,-0.3,-0.18,-0.17,16.7,91.1,23.5,69.83%,"Operational Status: [1] At present, company does not have any business under information technology segment  and is dependent on business of its strategic subsidiary"
Maha Rashtra Apex Corporation Limited (BSE:523384),BSE:523384,Financial Svcs. (Non-bank & Insurance),Financials,"<td class="""">8</td>","<td class="""">9</td>","<td class="""">9</td>","<td class="""">9</td>","<td class="""">52</td>","<td class="""">4</td>",3,2,342,0,0,0,0,0,0,30%,0%,0%,0%,0%,0%,14,14,14,136,99,447,0,0,0,110,96,87,3,3,3,0,0,0,236,188,519,22,18,27,-2,-8,-9,1,5,6,1,1,0,179,127,0.51,62.54%,Services Offered: [1] a) Leasing Financing b) Hire purchase c) Bill discounting d) Providing Loans
Mukesh Babu Financial Services Limited (BSE:530341),BSE:530341,Financial Svcs. (Non-bank & Insurance),Financials,"<td class="""">22.31</td>","<td class="""">11.43</td>","<td class="""">17.72</td>","<td class="""">17.71</td>","<td class="""">2.38</td>","<td class="""">7.20</td>",0,0.08,0.12,2.03,2.14,2.4,0.23,0.18,0.16,23.50%,29.81%,27.23%,43.34%,17.17%,14.20%,6.97,6.97,6.97,198.55,196.79,277.45,21.79,26.05,29.52,55.78,55.4,78.55,2.25,2.07,2.03,0,0,0,72.96,80.77,111.35,207.88,202.37,279.11,3.56,5.94,-3.49,-6.87,-8.47,0.43,-7.32,3.43,2.63,101,145,18.4,62.86%,"Business Overview: [1] MBFSL is a Non Systematically Important Non Deposit Taking Non-Banking Financial Company. It is in the business of investment banking and financing. It provides research based investment in shares, offers corporate lending, etc."
Dhunseri Ventures Limited (BSE:523736),BSE:523736,Investments & Asset Management,Financials,"<td class="""">272</td>","<td class="""">232</td>","<td class="""">403</td>","<td class="""">201</td>","<td class="""">232</td>","<td class="""">350</td>",407,746,184,5,6,16,23,22,29,20%,25%,21%,4%,3%,11%,35,35,35,"2,027","2,602","2,924",115,365,377,281,528,592,74,77,628,84,536,55,"2,079","2,513","2,772",220,404,473,-26,143,-7,13,-303,24,7,194,-51,"1,132",326,6.52,75.00%,Experienced promoters The promoters have  vast industry experience of over 40 years in the field of Tea and Petrochemicals. [1]
Nalwa Sons Investments Limited (BSE:532256),BSE:532256,Investments & Asset Management,Financials,"<td class="""">97</td>","<td class="""">134</td>","<td class="""">89</td>","<td class="""">17</td>","<td class="""">8</td>","<td class="""">14</td>",0,0,1,0,1,0,0,0,0,18%,26%,25%,0%,0%,0%,5,5,5,"7,934","7,988","12,600",0,0,0,"1,477","1,448","1,951",0,0,0,0,0,0,"9,079","9,081","14,148",338,361,407,42,72,41,-41,-68,-30,0,-1,0,"3,071","5,979",37,55.61%,"Company History The Co. was known as Jindal Strips, it was initially formed and promoted by Shri. O.P. Jindal and associates for manufacturing HR Steel Strips at Hisar, Haryana. As a part of restructuring the company, Jindal Strips has demerged its Stainless Steel division to Jindal Stainless Steel Ltd & Jindal Strips was registered as an NBFC Company. In FY20 the Co.changed the nature of its business from NBFC to Non-NBFCs. [1]"
SIL Investments Limited (BSE:521194),BSE:521194,Investments & Asset Management,Financials,"<td class="""">49</td>","<td class="""">44</td>","<td class="""">51</td>","<td class="""">7</td>","<td class="""">7</td>","<td class="""">11</td>",1,6,3,1,4,0,1,2,2,19%,24%,27%,8%,9%,9%,11,11,11,"2,343","1,688","2,187",49,46,0,266,145,226,97,95,112,0,4,0,"2,430","1,716","2,245",141,74,65,30,100,16,-64,-88,14,46,-6,-48,573,539,17.4,63.79%,Business Overview: [1] SILI is a Systematically Important Non-Deposit Accepting or Holding Non-Banking Financial Company which is engaged in the business of investment and lending activities
Ambalal Sarabhai Enterprises Limited (BSE:500009),BSE:500009,Drugs (Pharmaceutical),Health Care,"<td class="""">197</td>","<td class="""">170</td>","<td class="""">173</td>","<td class="""">171</td>","<td class="""">162</td>","<td class="""">167</td>",33,12,10,2,3,6,2,3,4,13%,25%,15%,0%,0%,0%,77,77,77,43,54,60,27,45,46,84,70,67,58,85,88,12,4,0,33,32,30,128,125,133,11,6,5,5,-17,-1,-19,9,-3,337,44,25.3,31.35%,"Business Overview : [1] ASE is a pharmaceutical health care companies, which through its group companies, manufactures and markets pharmaceutical, molecular diagnostics, and electronics products in India and abroad"
Caplin Point Laboratories Limited (BSE:524742),BSE:524742,Drugs (Pharmaceutical),Health Care,"<td class="""">1,269</td>","<td class="""">1,467</td>","<td class="""">1,694</td>","<td class="""">874</td>","<td class="""">1,025</td>","<td class="""">1,142</td>",38,55,66,1,1,1,47,45,53,20%,16%,18%,10%,9%,8%,15,15,15,"1,252","1,649","2,084",219,222,219,250,305,380,287,280,453,18,221,117,89,281,376,"1,343","1,410","1,753",337,271,318,-377,-216,-319,-41,-28,-38,"14,453","1,901",29.3,70.56%,"Product Portfolio The company offers a range of pharmaceutical products, with 4,000+ registered licenses and 650 formulations across 36 therapeutic areas. Its product line includes more than 65% of the drugs on the WHO essential drug list. The portfolio features various forms like tablets, capsules, injections, eye drops, oral liquids, soft gel capsules, ointments, creams, gels, injectable powders, suppositories, ovules, pre-mix bag formulations, inhalers, sprays, and IV infusions. [1] [2]"
Kopran Limited (BSE:524280),BSE:524280,Drugs (Pharmaceutical),Health Care,"<td class="""">478</td>","<td class="""">551</td>","<td class="""">615</td>","<td class="""">390</td>","<td class="""">499</td>","<td class="""">540</td>",11,3,15,5,6,9,11,13,13,25%,24%,25%,24%,53%,28%,48,48,48,378,391,443,75,75,99,110,135,153,151,165,182,36,70,97,0,0,0,425,415,465,-33,34,43,-84,-13,-44,123,-20,1,885,185,16.7,44.45%,"Business Verticals FY24 1. API Vertical (~54%): WOS Kopran Research Laboratories operates the API vertical. [1] The co. undertakes development, manufacturing, and sale of diverse Active Pharmaceutical Ingredients and Advanced Intermediates. It is one of the leaders in Atenolol. [2]"
Orchid Pharma Limited (NSEI:ORCHPHARMA),NSEI:ORCHPHARMA,Drugs (Pharmaceutical),Health Care,"<td class="""">560</td>","<td class="""">666</td>","<td class="""">819</td>","<td class="""">505</td>","<td class="""">581</td>","<td class="""">708</td>",67,52,31,33,33,17,87,55,33,0%,0%,-3%,0%,0%,0%,41,41,51,607,648,"1,119",268,331,135,195,205,249,584,573,620,10,46,31,45,44,46,472,561,857,92,18,126,113,-31,-312,-217,31,167,"6,815","1,340",57.3,69.84%,"Product Segments FY24 The company operates mainly in the Cephalosporins-based active pharmaceutical ingredients (API) business. These APIs are primarily used in anti-bacterial, anti-biotic, and anti-inflammatory formulations. [1] [2]"
Strides Pharma Science Limited (NSEI:STAR),NSEI:STAR,Drugs (Pharmaceutical),Health Care,"<td class="""">3,070</td>","<td class="""">3,688</td>","<td class="""">4,051</td>","<td class="""">3,201</td>","<td class="""">3,544</td>","<td class="""">3,484</td>",-112,92,-95,177,261,314,233,243,221,-27%,-21%,50%,0%,-7%,-33%,90,90,92,"2,269","2,122","2,034","3,025","3,030","2,517","1,556","1,352","1,157","2,347","2,311","1,865",291,151,162,540,490,303,"3,762","3,642","3,470",-258,44,701,-119,302,-150,421,-214,-693,"5,271",571,26.5,26.82%,"About [1] Incorporated in 1990, Strides operates in the pharmaceutical industry, manufacturing generic formulations in various dosage forms."
Venus Remedies Limited (BSE:526953),BSE:526953,Drugs (Pharmaceutical),Health Care,"<td class="""">597</td>","<td class="""">552</td>","<td class="""">596</td>","<td class="""">535</td>","<td class="""">492</td>","<td class="""">537</td>",8,10,12,0,0,0,34,32,26,-12%,30%,36%,0%,0%,0%,13,13,13,427,447,474,43,42,41,97,98,98,241,216,219,25,26,21,0,20,19,314,339,368,41,37,37,-17,-58,-8,-9,-1,-1,365,272,16.5,41.76%,"Business Overview: [1] [2] VSR is one of the largest manufacturers of meropenem antibiotics and emerging player in AMR drug in India. It offers a wide range of pharmaceutical products that cater to various therapeutic areas, including anti infective (antibiotics), antimicrobial resistance, oncology, neurology, pain management, skin & wound care. Company has 1040+ marketing authorizations globally, 135+ patents and 180+ product basket which includes formulations such as injectables, tablets, and topical preparations"
Wanbury Limited (BSE:524212),BSE:524212,Drugs (Pharmaceutical),Health Care,"<td class="""">511</td>","<td class="""">485</td>","<td class="""">557</td>","<td class="""">475</td>","<td class="""">459</td>","<td class="""">484</td>",77,-3,26,21,21,29,11,12,13,0%,1%,1%,0%,0%,0%,33,33,33,-56,-66,-5,100,95,116,276,241,199,167,167,167,2,2,3,0,0,0,183,135,174,41,20,4,1,-9,-17,-29,-32,15,712,220,25.8,39.76%,Business Overview: [1] WL is a pharmaceutical company with a presence in the API global market and domestic branded Formulation. It’s majorly into Active Pharmaceutical Ingredient (API) Sales & Marketing in over 50 countries and Pan-India Formulation presence
Wockhardt Limited (NSEI:WOCKPHARMA),NSEI:WOCKPHARMA,Drugs (Pharmaceutical),Health Care,"<td class="""">3,230</td>","<td class="""">2,651</td>","<td class="""">2,798</td>","<td class="""">2,932</td>","<td class="""">2,549</td>","<td class="""">2,707</td>",-163,-173,17,299,302,305,247,251,223,-32%,0%,12%,0%,0%,0%,72,72,77,"3,777","3,282","3,282","2,198","2,184","2,356","2,168","2,113","1,899","3,462","3,042","2,881","1,342","1,539","1,722",0,0,0,"3,411","3,070","3,011",413,153,219,-204,-118,-138,-71,-315,334,"20,671","1,272",,49.09%,Market Position The Co. is amongst top 3 Indian generic companies in the UK and 6th Largest generic supplier in Ireland in Retail and Hospital channels. Its Wepox is the leader in Erythropoetin market (market share =21%)and Methylcobalamin Brand is no. 1 with (Methycobal= 26.7% market share) {#https://www.bseindia.com/bseplus/AnnualReport/532300/73832532300.pdf#page=34 #}
Kajaria Ceramics Limited (BSE:500233),BSE:500233,Building Materials,Industrials,"<td class="""">3,705</td>","<td class="""">4,382</td>","<td class="""">4,578</td>","<td class="""">3,093</td>","<td class="""">3,789</td>","<td class="""">3,880</td>",26,25,46,13,22,21,115,133,148,25%,25%,25%,46%,42%,45%,16,16,16,"2,106","2,311","2,601",165,250,239,699,751,684,"1,150","1,447","1,638",263,82,68,0,2,18,"1,573","1,798","1,815",426,296,602,-298,-182,-298,-120,-135,-216,"15,812",991,41.5,47.49%,"Product Portfolio The company's product portfolio mainly includes ceramic wall & floor tiles, polished & glazed vitrified tiles, bath-ware solutions, and plywood & laminates. [1] In FY23, tiles accounted for ~88% of revenues while the rest of products accounted for ~12% of revenues [2]"
