Name,Ticker,Sub-Industry,Industry,sales_2022,sales_2023,sales_2024,expenses_2022,expenses_2023,expenses_2024,other_income_2022,other_income_2023,other_income_2024,interest_2022,interest_2023,interest_2024,depreciation_2022,depreciation_2023,depreciation_2024,tax%_2022,tax%_2023,tax%_2024,div_payout%_2022,div_payout%_2023,div_payout%_2024,equity_capital_2022,equity_capital_2023,equity_capital_2024,reserves_2022,reserves_2023,reserves_2024,borrowings_2022,borrowings_2023,borrowings_2024,CL_2022,CL_2023,CL_2024,fixed_assets_2022,fixed_assets_2023,fixed_assets_2024,cwip_2022,cwip_2023,cwip_2024,investments_2022,investments_2023,investments_2024,other_assets_2022,other_assets_2023,other_assets_2024,cfo_2022,cfo_2023,cfo_2024,cfi_2022,cfi_2023,cfi_2024,cff_2022,cff_2023,cff_2024,MCap,Price,P/E,PromoterHold,About,MCap_category,EBIT_2024,EBIT_2023,EBIT_2022,operating_margin_24,operating_margin_23,operating_margin_22,avg_operating_margin,shares_outstanding,P/R,cash,CA_2024,CA_2023,CA_2022,Change_WC_24-23,Change_WC_23-22,Reinv_rate_24,Reinv_rate_23,Equity_2024,Equity_2023,Equity_2022,invested_capital_2024,invested_capital_2023,invested_capital_2022,ROC_2024,ROC_2023,ROC_2022,sales_to_capital_24-23,sales_to_capital_23-22,debt%_2024,debt%_2023,debt%_2022,Kd,Beta,Ke,WACC,asset_turnover,capex/revenue,Revenue Growth Rates,Forecasted Revenues,Comparison with Biggest Player,Operating Margin Forecast,Forecasted EBIT,growth in operating income,sales/capital scenario 1,sales/capital scenario 2,sales/capital scenario 3,Industry ROIC,Forecasted Reinvestment Scenario 1,Forecasted Reinvestment Scenario 2,Forecasted Reinvestment Scenario 3,Year 10 ROIC(1),Year 10 ROIC(2),Year 10 ROIC(3),total_reinvestment(1),total_reinvestment(2),total_reinvestment(3),best_scenario,fcff,PV_FCFF,share_price
Konark Synthetic Limited (BSE:514128),BSE:514128,Apparel,Consumer Discretionary,40.1,47.35,43.6,39.17,45.14,40.22,1.42,-6.99,1.09,2.77,3.4,3.3,3.54,3.31,0.99,-1.01%,6.61%,16.67%,0.00%,0.00%,0.00%,5.81,5.81,5.81,-23.88,-34.92,23.95,100.6,99.64,31.22,-5.28,-9.05,-13.49,21.46,15.55,4.3,0,0,0,4.18,3.87,3.9,51.61,42.06,39.29,0.86,0.57,1.41,5.55,3.04,0.2,-6.61,-3.45,-1.48,17.6,30.4,,74.99,"Product Profile: [1] a) Yarn: [2] Company manufacturers specialty polyester yarns, Texturized & Air-Texturized yarn in India with a production capacity of 3,000 tons per annum and exports to Turkey, China and Middle East among others. b) Fabrics: [3] Product range includes yarn dyed and piece dyed 100% polyester fabrics & its blends with cotton, linen, rayon & silk with a production capacity of 1,20,000 meters per month c) Cotton Spinning: [4] India Denim Limited (IDL), a subsidiary of Konark Synthetic Ltd., is a completely automated spinning unit with an installed capacity of 36000 spindles for ring spinning and 3 lines for open ended spinning. Cotton yarns produce are available in Carded, Combed and Compact varieties d) Apparel: [5] Company's apparel division, located in Bangalore, is a 300 machine plant that has capacity to produce nearly half a million pieces of Trousers, Shirts, and Shorts per annum. Companyâs order book comprises mostly of exports majorly to the American market.",Nano,6.68,5.61,3.7,0.153211009,0.118479409,0.092269327,0.121319915,0.578947368,0.403669725,44.32,43.19,45.93,55.79,1.7,-6.09,0.284431138,-0.543672014,29.76,-29.11,-18.07,60.98,70.53,82.53,0.109544113,0.079540621,0.044832182,0.392670157,-0.604166667,0.511971138,1.412732171,1.218950685,5.578636897,1.8,18.3,11.78702925,0.918088019,-0.004587156,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[46, 48, 50, 53, 56, 58, 61, 64, 68, 71, 75]",FALSE,"[0.15, 0.15, 0.15, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16]","[4.83, 5.04, 5.25, 5.94, 6.27, 6.5, 6.83, 7.17, 7.62, 7.95, 8.4]",5.1,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.0859,"[2.0, 1.33, 1.05, 1.3, 1.11, 0.74, 1.11, 1.11, 1.48, 1.11, 4.89]","[1.78, 1.67, 1.9, 3.33, 4.0, 3.08, 5.45, 6.67, 11.43, 10.0, 4.89]","[1.85, 1.25, 1.0, 1.25, 1.2, 0.8, 1.2, 1.43, 2.35, 2.31, 4.89]",0.1084,0.0721,0.1051,17.23,54.2,19.53,1,"[2.83, 3.71, 4.2, 4.640000000000001, 5.159999999999999, 5.76, 5.72, 6.06, 6.140000000000001, 6.84, 3.5100000000000007]","[2.5315996130177933, 2.9688693064396023, 3.006595794632803, 2.9713398048878554, 2.955919667130502, 2.9517120889154795, 2.6221415023348222, 2.485085325822711, 2.2524006135288746, 2.2446154744733517, 16.971227148970705]",166.4253291
CHL Limited (BSE:532992),BSE:532992,Hotel/Gaming,Consumer Discretionary,62,122,135,50,87,94,2,1,19,13,21,26,15,17,17,3%,204%,44%,0%,0%,0%,11,11,11,-99,-133,-126,255,270,251,141,184,204,280,278,273,1,0,1,0,1,1,25,54,65,18,52,52,-1,-2,-26,-11,-26,-33,192,35,17.8,72.84,"Business Units: [1] a) Hotel The Suryaa: This is a 5-Star Deluxe Hotel with 160 Deluxe Rooms, 70 Club Rooms, 6 Deluxe Suites, 3 Luxury Suites,  and 5 Disable Rooms. The Hotel offers international, contemporary and casual food b) Sampan: It is a 100 cover restaurant for authentic Cantonese and Pan Asian restaurant with a panoramic roof top view of the city. c) Ssence: A 138 cover multi cuisine restaurant operations with global cuisine-dining facility at the lobby level d) Atrium Lounge Bar: It is equipped with 64 cover capacity to consume worldâs finest liquors and sprits e) Club one: It is a fitness center which offers a full-fledged Ayurvedic Treatment Center cum Spa, physical therapy, cardiopulmonary rehabilitation and weight control programs",Micro,67,56,25,0.496296296,0.459016393,0.403225806,0.452846165,5.485714286,1.422222222,48,67,55,26,-8,-14,-0.507462687,-0.285714286,-115,-122,-88,136,148,167,0.492647059,0.378378378,0.149700599,-1.083333333,-3.157894737,1.845588235,1.824324324,1.526946108,7.744794244,1.6,17.1,-0.165857683,0.397058824,0.192592593,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[142, 149, 156, 164, 172, 181, 190, 199, 209, 220, 231]",FALSE,"[0.5, 0.46, 0.43, 0.4, 0.36, 0.33, 0.29, 0.26, 0.23, 0.19, 0.16]","[49.7, 47.98, 46.96, 45.92, 43.34, 41.81, 38.57, 36.22, 33.65, 29.26, 25.87]",-34.04,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.1155,"[5.83, 4.67, 3.68, 3.48, 2.96, 3.33, 3.33, 3.33, 3.7, 4.07, 11.2]","[5.19, 5.83, 6.67, 8.89, 10.67, 13.85, 16.36, 20.0, 28.57, 36.67, 11.2]","[5.38, 4.38, 3.5, 3.33, 3.2, 3.6, 3.6, 4.29, 5.88, 8.46, 11.2]",0.1678,0.1014,0.1611,49.58,163.9,56.82,2,"[44.510000000000005, 42.15, 40.29, 37.03, 32.67, 27.96, 22.21, 16.22, 5.079999999999998, -7.41, 14.670000000000002]","[44.583945899633456, 42.290166645972086, 40.49113902123422, 37.27669043861577, 32.94228182680398, 28.239865224494093, 22.469578202604033, 16.436832142738357, 5.156462826579198, -7.534029141156258, -288.73322662766856]",-29.96515768
Mac Charles (India) Limited (BSE:507836),BSE:507836,Hotel/Gaming,Consumer Discretionary,22,11,11,14,13,24,112,85,18,6,32,72,3,2,2,1%,13%,-4%,0%,0%,0%,13,13,13,173,228,162,122,532,827,117,16,18,100,305,527,0,0,0,7,29,20,319,454,474,-18,-15,-21,76,-386,-162,35,314,176,740,565,,73.78,"Business Overview: [1] MCIL is in the business of real estate development and wind power generation in Bangalore. Company is promoted by Embassy Group which holds 73.41 percent of the shares of MCIL. It owns commercial real estate assets in Bangalore, Kerala, and 5 wind power generation units in Bellary.",Small,59,30,14,5.363636364,2.727272727,0.636363636,2.909090909,1.309734513,67.27272727,415.6666667,494,483,326,9,258,-2.593220339,-4.266666667,175,241,186,1002,773,308,0.058882236,0.038809832,0.045454545,0,-0.023655914,0.825349301,0.688227684,0.396103896,6.546412416,1.4,15.9,8.180023022,0.010773751,14.72727273,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[12, 12, 13, 13, 14, 15, 15, 16, 17, 18, 19]",FALSE,"[5.36, 4.84, 4.32, 3.8, 3.28, 2.76, 2.24, 1.72, 1.2, 0.68, 0.16]","[45.02, 40.66, 39.31, 34.58, 32.14, 28.98, 23.52, 19.26, 14.28, 8.57, 2.13]",-61.27,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.1155,"[0.83, 0.0, 0.53, 0.0, 0.37, 0.37, 0.0, 0.37, 0.37, 0.37, 0.92]","[0.74, 0.0, 0.95, 0.0, 1.33, 1.54, 0.0, 2.22, 2.86, 3.33, 0.92]","[0.77, 0.0, 0.5, 0.0, 0.4, 0.4, 0.0, 0.48, 0.59, 0.77, 0.92]",0.0085,0.0084,0.0085,4.13,13.89,4.83,2,"[44.28, 40.66, 38.36, 34.58, 30.810000000000002, 27.44, 23.52, 17.040000000000003, 11.42, 5.24, 1.21]","[40.93177165517851, 34.74347350828956, 30.29963451423111, 25.248565624975495, 20.794876749750554, 17.119918381032274, 13.564626208434115, 9.084332762097121, 5.627849540515041, 2.387044919653965, 17.333426006398398]",213.6327505
Gujarat Ambuja Exports Limited (NSEI:GAEL),NSEI:GAEL,Farming/Agriculture,Consumer Staples,4670,4909,4927,3983,4433,4484,54,73,144,6,13,18,97,95,121,26%,25%,23%,3%,5%,0%,23,23,46,2095,2411,2723,281,229,199,354,289,342,771,1042,1037,246,87,153,714,650,840,1022,1172,1280,596,241,213,-777,-72,-253,100,-76,-55,5422,118,17.6,63.84,Business Segments,Mid,461,489,693,0.093566065,0.099612956,0.148394004,0.113857675,45.94915254,1.100466816,1158,2273,1909,1982,311,-8,0.125813449,-0.163599182,2769,2434,2118,2968,2663,2399,0.15532345,0.183627488,0.288870363,0.059016393,0.90530303,0.067048518,0.085993241,0.117132138,5.619104448,1.2,14.7,14.09113942,1.488519637,0.051349706,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[5173, 5432, 5704, 5989, 6288, 6603, 6933, 7279, 7643, 8026, 8427]",FALSE,"[0.09, 0.09, 0.09, 0.09, 0.09, 0.09, 0.09, 0.08, 0.08, 0.08, 0.08]","[325.9, 342.22, 359.35, 377.31, 396.14, 415.99, 436.78, 407.62, 428.01, 449.46, 471.91]",208.59,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.0929,"[205.0, 172.67, 143.16, 123.91, 110.74, 116.67, 122.22, 128.15, 134.81, 141.85, 253.99]","[182.22, 215.83, 259.05, 316.67, 398.67, 484.62, 600.0, 768.89, 1040.0, 1276.67, 253.99]","[189.23, 161.88, 136.0, 118.75, 119.6, 126.0, 132.0, 164.76, 214.12, 294.62, 253.99]",0.1029,0.0528,0.0972,1653.17,5796.61,1910.95,1,"[120.89999999999998, 169.55000000000004, 216.19000000000003, 253.4, 285.4, 299.32, 314.55999999999995, 279.47, 293.2, 307.61, 217.92000000000002]","[105.96791356404603, 130.25486685895285, 145.57267056657574, 149.55431257244558, 147.6367178649012, 135.71386911597472, 125.00865264307316, 97.3463911100729, 89.5151841312212, 82.31543463864811, 641.4452572024783]",88.9968812
DCM Shriram Industries Limited (BSE:523369),BSE:523369,Food Processing,Consumer Staples,2123,2351,2083,1981,2208,1858,24,18,23,40,34,36,33,36,39,29%,34%,33%,20%,14%,15%,17,17,17,655,699,798,566,510,529,541,724,855,584,632,627,33,2,7,25,45,51,1137,1272,1514,59,169,77,-71,-68,-43,0,-101,-22,1405,162,11.5,50.11,Business Segments,Small,261,177,182,0.125300048,0.075287112,0.085727744,0.095438301,8.672839506,0.674507921,1307.666667,1572,1319,1195,122,-59,0.302681992,-0.717514124,815,716,672,1344,1226,1238,0.194196429,0.144371941,0.147011309,-2.271186441,-19,0.39360119,0.415986949,0.457189015,6.846365827,1.4,15.9,12.33647881,0.947248749,0.020643303,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[2187, 2297, 2411, 2532, 2658, 2791, 2931, 3078, 3231, 3393, 3563]",FALSE,"[0.13, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12]","[199.02, 192.95, 202.52, 212.69, 223.27, 234.44, 246.2, 258.55, 271.4, 285.01, 299.29]",143.24,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.1766,"[86.67, 73.33, 60.0, 52.61, 46.67, 49.26, 51.85, 54.44, 56.67, 60.0, 84.74]","[77.04, 91.67, 108.57, 134.44, 168.0, 204.62, 254.55, 326.67, 437.14, 540.0, 84.74]","[80.0, 68.75, 57.0, 50.42, 50.4, 53.2, 56.0, 70.0, 90.0, 124.62, 84.74]",0.1473,0.0773,0.1394,676.24,2427.44,785.13,1,"[112.35000000000001, 119.61999999999999, 142.52, 160.07999999999998, 176.60000000000002, 185.18, 194.35, 204.11, 214.72999999999996, 225.01, 214.55]","[100.01203632934103, 94.78992606057066, 100.53409975143717, 100.52031676197986, 98.71579906454413, 92.1444620754989, 86.08726242267396, 80.48182732809325, 75.371205762882, 70.30622048354938, 913.7613478158408]",473.3618289
Future Consumer Limited (NSEI:FCONSUMER),NSEI:FCONSUMER,Food Processing,Consumer Staples,1469,381,370,1749,459,391,-55,-155,-36,63,53,61,52,32,18,0%,1%,-1%,0%,0%,0%,1190,1192,1196,-1040,-1363,-1502,577,428,410,494,354,404,642,62,9,9,0,0,8,5,8,562,545,490,119,40,1,6,94,10,-134,-148,-18,114,0.57,,3.49,"Business Overview : [1] FCL is a part of the Future Group and operates as a food company. The companyâs line of business include branding, marketing, sourcing, manufacturing, and distribution of basic foods, ready to eat meals, snacks, beverages, dairy, personal hygiene and home care products of private label brands of the Future Group and other brands through Future group formats and outlets across India",Micro,40,-25,-217,0.108108108,-0.065616798,-0.147719537,-0.035076076,200,0.308108108,532.3333333,498,550,579,-102,111,-2.3,-8.2,-306,-171,150,104,257,727,0.384615385,-0.097276265,-0.298486933,0.071895425,2.314893617,3.942307692,1.66536965,0.793672627,12.72659018,1.6,17.1,-0.141327169,0.729783037,-0.027027027,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[388, 408, 428, 450, 472, 496, 521, 547, 574, 603, 633]",FALSE,"[0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.12, 0.12, 0.12, 0.12, 0.12]","[29.88, 31.42, 32.96, 34.65, 36.34, 38.19, 43.76, 45.95, 48.22, 50.65, 53.17]",33.27,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.1766,"[15.0, 13.33, 10.53, 9.57, 8.15, 8.89, 9.26, 9.63, 10.0, 10.74, 15.05]","[13.33, 16.67, 19.05, 24.44, 29.33, 36.92, 45.45, 57.78, 77.14, 96.67, 15.05]","[13.85, 12.5, 10.0, 9.17, 8.8, 9.6, 10.0, 12.38, 15.88, 22.31, 15.05]",0.2422,0.0973,0.2217,120.15,431.83,139.54,1,"[14.879999999999999, 18.090000000000003, 22.43, 25.08, 28.190000000000005, 29.299999999999997, 34.5, 36.32, 38.22, 39.91, 38.120000000000005]","[14.901059245158136, 18.141240769775248, 22.525368488001128, 25.222281767280677, 28.390048011359184, 29.54968677057779, 34.84324274956526, 36.73326413045554, 38.70959029209298, 40.4784458839813, -752.0033115290402]",0.74912125
Gokul Refoils & Solvent Limited (NSEI:GOKUL),NSEI:GOKUL,Food Processing,Consumer Staples,3053,3137,3019,3013,3081,2973,21,10,0,18,27,33,6,8,10,28%,23%,32%,0%,0%,0%,20,20,20,284,308,310,368,425,335,169,91,74,84,109,108,2,2,7,33,74,60,721,659,564,-72,92,56,-7,-22,17,66,27,-123,490,50,42.4,74.62,"Business Overview: [1] [2] GRSL is a part of the Gokul Group which is among the top 3 manufacturers and exporters of castor derivatives in India. It manufactures Edible Oils and Industrial Oil and is engaged in the business of seed processing, solvent extraction, refining of edible oils and industrial oil such as Castor Oil Company conducts its business through Gokul Agri International Limited which is a wholly-owned subsidiary of the company. It has its production facility at Sidhpur, Gujarat. Sidhpur Plant processes various types of oils including Kachi Ghani oil, Mustard oil, Groundnut oil, Refined Cottonseed oil, Soyaben Refined oil, Palmolein and Castor oil. It is also trading in agro commodities including spices in domestic and international market",Micro,79,83,58,0.026167605,0.0264584,0.018997707,0.023874571,9.8,0.162305399,648,631,735,756,-87,57,-0.886075949,0.421686747,330,328,304,665,753,672,0.118796992,0.110225764,0.086309524,1.340909091,1.037037037,0.503759398,0.564409031,0.547619048,7.031663931,1.6,17.1,12.02798108,4.085250338,-0.005631004,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[3170, 3328, 3495, 3670, 3853, 4046, 4248, 4460, 4683, 4918, 5164]",FALSE,"[0.03, 0.04, 0.04, 0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12]","[66.57, 93.18, 97.86, 128.45, 161.83, 198.25, 237.89, 280.98, 327.81, 378.69, 433.78]",524.59,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.1766,"[125.83, 105.33, 87.89, 76.09, 67.78, 71.48, 74.81, 78.52, 82.59, 87.04, 122.81]","[111.85, 131.67, 159.05, 194.44, 244.0, 296.92, 367.27, 471.11, 637.14, 783.33, 122.81]","[116.15, 98.75, 83.5, 72.92, 73.2, 77.2, 80.8, 100.95, 131.18, 180.77, 122.81]",0.2488,0.0932,0.2254,980.17,3519.59,1138.23,1,"[-59.260000000000005, -12.149999999999991, 9.969999999999999, 52.359999999999985, 94.05000000000001, 126.77, 163.07999999999998, 202.46000000000004, 245.22, 291.65, 310.96999999999997]","[-52.89749884783888, -9.681067745284123, 7.091132987119764, 33.24249410479134, 53.29988267534909, 64.1294380210829, 73.64023016065526, 81.60695203966843, 88.23020814779422, 93.66921639727794, 1421.0940347504863]",278.6147982
Neelamalai Agro Industries Limited (BSE:508670),BSE:508670,Food Processing,Consumer Staples,30,25,25,30,28,29,35,34,46,0,0,0,1,1,1,4%,4%,5%,6%,7%,8%,0.62,0.62,0.62,218,245,276,0,0,0,11,8,8,3,4,6,1,1,0,213,241,272,12,9,8,-4,-2,-4,7,4,6,-3,-1,-2,249,3999,9.97,72.45,"Business Overview: [1] Company is engaged in the Tea Plantation activity in its 2 tea estates viz. Katary & Sutton Estates , located in the Nilgiris District in Tamil Nadu, spanning an area of 635.56 Hectares. Currently, the company produces 100% Orthodox Tea . Its main business includes: a) Tea cultivation b) Tea Manufacturing c) Sales and exports of Tea",Micro,-4,-3,0,-0.16,-0.12,0,-0.093333333,0.062265566,9.96,9.666666667,280,251,226,29,28,-8.75,-10.66666667,276.62,245.62,218.62,276.62,245.62,218.62,-0.01446027,-0.012213989,0,0,-0.185185185,0,0,0,,1.6,17.1,,0.087412587,-0.24,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[26, 28, 29, 30, 32, 34, 35, 37, 39, 41, 43]",FALSE,"[-0.16, -0.05, 0.02, 0.02, 0.03, 0.05, 0.06, 0.08, 0.09, 0.11, 0.12]","[-2.91, -0.98, 0.41, 0.42, 0.67, 1.19, 1.47, 2.07, 2.46, 3.16, 3.61]",9.31,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.1766,"[0.83, 1.33, 0.53, 0.43, 0.74, 0.74, 0.37, 0.74, 0.74, 0.74, 1.02]","[0.74, 1.67, 0.95, 1.11, 2.67, 3.08, 1.82, 4.44, 5.71, 6.67, 1.02]","[0.77, 1.25, 0.5, 0.42, 0.8, 0.8, 0.4, 0.95, 1.18, 1.54, 1.02]",0.0111,0.0103,0.0111,8.21,29.88,9.63,3,"[-3.68, -2.23, -0.09000000000000002, 0.0, -0.13, 0.3899999999999999, 1.0699999999999998, 1.1199999999999999, 1.28, 1.62, 2.59]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",
Mukesh Babu Financial Services Limited (BSE:530341),BSE:530341,Financial Svcs. (Non-bank & Insurance),Financials,22.31,11.43,17.72,17.71,2.38,7.2,0,0.08,0.12,2.03,2.14,2.4,0.23,0.18,0.16,23.50%,29.81%,27.23%,43.34%,17.17%,14.20%,6.97,6.97,6.97,198.55,196.79,277.45,21.79,26.05,29.52,55.78,55.4,78.55,2.25,2.07,2.03,0,0,0,72.96,80.77,111.35,207.88,202.37,279.11,3.56,5.94,-3.49,-6.87,-8.47,0.43,-7.32,3.43,2.63,101,145,18.4,62.86,"Business Overview: [1] MBFSL is a Non Systematically Important Non Deposit Taking Non-Banking Financial Company. It is in the business of investment banking and financing. It provides research based investment in shares, offers corporate lending, etc.",Micro,12.92,11.19,6.63,0.729119639,0.979002625,0.297176154,0.668432806,0.696551724,5.699774266,229.7866667,390.46,283.14,280.84,84.17,2.68,6.547987616,-0.517426273,284.42,203.76,205.52,313.94,229.81,227.31,0.041154361,0.048692398,0.029167217,0.074765244,-4.352,0.094030707,0.11335451,0.095860279,8.553750867,1.6,17.1,16.29639016,0.045147647,-0.024266366,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[19, 20, 21, 22, 23, 24, 25, 26, 27, 29, 30]",FALSE,"[0.73, 0.71, 0.69, 0.68, 0.66, 0.64, 0.62, 0.6, 0.59, 0.57, 0.55]","[9.71, 9.94, 10.14, 10.47, 10.63, 10.75, 10.85, 10.92, 11.15, 11.57, 11.55]",2.63,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.0086,"[1.07, 0.67, 0.53, 0.43, 0.37, 0.37, 0.37, 0.37, 0.37, 0.74, 67.15]","[0.95, 0.83, 0.95, 1.11, 1.33, 1.54, 1.82, 2.22, 2.86, 6.67, 67.15]","[0.98, 0.62, 0.5, 0.42, 0.4, 0.4, 0.4, 0.48, 0.59, 1.54, 67.15]",0.0362,0.0346,0.0361,72.44,87.43,73.48,1,"[8.64, 9.27, 9.610000000000001, 10.040000000000001, 10.260000000000002, 10.38, 10.48, 10.55, 10.780000000000001, 10.83, -55.60000000000001]","[7.4292933670631305, 6.85404995320998, 6.1097675057634495, 5.4886909163012225, 4.822988081103027, 4.195656711164475, 3.642483907166012, 3.152989934018445, 2.7702735217078303, 2.3931290154796145, -108.76089272428712]",599.3454361
Dhunseri Ventures Limited (BSE:523736),BSE:523736,Investments & Asset Management,Financials,272,232,403,201,232,350,407,746,184,5,6,16,23,22,29,20%,25%,21%,4%,3%,11%,35,35,35,2027,2602,2924,115,365,377,281,528,592,74,77,628,84,536,55,2079,2513,2772,220,404,473,-26,143,-7,13,-303,24,7,194,-51,1132,326,6.52,75,Experienced promoters The promoters have  vast industry experience of over 40 years in the field of Tea and Petrochemicals. [1],Small,69,6,76,0.171215881,0.025862069,0.279411765,0.158829905,3.472392638,2.808933002,365.6666667,3300,3453,2383,-217,823,-2.797101449,86.66666667,2959,2637,2062,3336,3002,2177,0.020683453,0.001998668,0.034910427,0.511976048,-0.048484848,0.113009592,0.12158561,0.052824989,3.411897845,1.4,15.9,14.48872467,0.102596741,-0.05955335,"[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[423, 444, 467, 490, 514, 540, 567, 595, 625, 656, 689]",FALSE,"[0.17, 0.22, 0.26, 0.31, 0.36, 0.41, 0.45, 0.5, 0.55, 0.59, 0.64]","[50.34, 68.38, 84.99, 106.33, 129.53, 154.98, 178.6, 208.25, 240.62, 270.93, 308.67]",369.04,"[1.2, 1.5, 1.9, 2.3, 2.7, 2.7, 2.7, 2.7, 2.7, 2.7]","[1.35, 1.2, 1.05, 0.9, 0.75, 0.65, 0.55, 0.45, 0.35, 0.3]","[1.3, 1.6, 2.0, 2.4, 2.5, 2.5, 2.5, 2.1, 1.7, 1.3]",0.0542,"[16.67, 14.0, 12.11, 10.0, 8.89, 9.63, 10.0, 10.37, 11.11, 11.48, 284.75]","[14.81, 17.5, 21.9, 25.56, 32.0, 40.0, 49.09, 62.22, 85.71, 103.33, 284.75]","[15.38, 13.12, 11.5, 9.58, 9.6, 10.4, 10.8, 13.33, 17.65, 23.85, 284.75]",0.0785,0.0715,0.0781,399.01,736.87,419.96,1,"[33.67, 54.379999999999995, 72.88, 96.33, 120.64, 145.35, 168.6, 197.88, 229.51, 259.45, 23.920000000000016]","[29.409009575470005, 41.487165898389286, 48.5646441758033, 56.067435199251754, 61.330674417703726, 64.5414518183656, 65.39108552180684, 67.03477571976514, 67.91053538768256, 67.05427925404189, 65.15176029302043]",315.5200457
